text,label,
I got almost 1000 hours in it,not spam,
boah du spielst nur das,not spam,
nop,not spam,
404 hobbies not found,not spam,
auch MC,not spam,
auch Portal,not spam,
auch CS:GO,not spam,
auch Fire and Manover,not spam,
ich werd Hollow Knight spielen wenn ich dann an Kontroller an man Laptop anhüngen kann (via Docking Station),not spam,
you and your emojis crashing everything,not spam,
Ich spiel auch Mini Motorways,not spam,
du spielst einfach viel,not spam,
CIV 6 hab ich auch gespielt,not spam,
und Star Wars The Old Republic und Stellaris muss ich auch noch spielen,not spam,
do you have other hobbise too?,not spam,
also so viel zu ich spiel nur HOI4,not spam,
hobbies,not spam,
I like drawring,not spam,
Sowwy - tryin to avoid that from now on,not spam,
ty ~UwU~,not spam,
anything taht isn't drawing or playing games,not spam,
Keyboards,not spam,
and why the hell can't I spell that,not spam,
Tech in General (but I'm too poor to afford anything),not spam,
idk lol,not spam,
"ok, how much time pro day do you spend on the keyboard hobby ?",not spam,
"none yet, as I just got into it",not spam,
but I do watch Keyboard YTbers,not spam,
researching counts too,not spam,
which ones?,not spam,
if I guess its switch and click and hypio,not spam,
How much should you?,not spam,
"well, if you count researching and practicicing at least 1h a day",not spam,
then I have spent some time on it,not spam,
no Idea how much,not spam,
but I have spent time on it,not spam,
very good,not spam,
also,not spam,
another Hobby,not spam,
Sword Fighting,not spam,
yes,not spam,
I fight my Brother,not spam,
with swords,not spam,
very well,not spam,
wooden Swords,not spam,
and don't write short sentences,not spam,
but swords non the less,not spam,
very good,not spam,
and what keyboard youtubers do you whatch?,not spam,
Well what kb yt are there?,not spam,
"there are like 5 main ones, hypio, switch and click and other 3 of wich the Name I dont remeber, and then there are like 70 smaller ones that still are kinda known",not spam,
"I am subscribed to Switch and Click, and I also watch videos from various other Keyboard YouTubers",not spam,
very good,not spam,
yes,not spam,
ik,not spam,
oc,not spam,
<@&1039120540281077803>,not spam,
exists,not spam,
but,not spam,
why is it brown?,not spam,
I have no idea,not spam,
speaking of brown,not spam,
brown switches,not spam,
I like the brown switches in my Keyboard,not spam,
I was faster,not spam,
yesss,not spam,
are they nice?,not spam,
I was more specific,not spam,
XD,not spam,
"yes, very",not spam,
"I kinda forgot what browns are, they are tactile amiright=",not spam,
?,not spam,
and once we put some foam in there it'll sound quite nice too,not spam,
yes,not spam,
tapemod too,not spam,
That's what he said,not spam,
yes,not spam,
and well lube the stabs,not spam,
?,not spam,
how to hell does that even work?,not spam,
I dunno,not spam,
_boredoom_,not spam,
we could,not spam,
lol,not spam,
do you have any grease? I threw mine away becuse it was from the ~70 and was like glue,not spam,
"only the Stabilisers, or switches too?",not spam,
It belonged to my grandfather,not spam,
nop,not spam,
lol,not spam,
don't think so,not spam,
Nerds,not spam,
my dad might have some,not spam,
I don't have the tools to open normal switches,not spam,
nop,not spam,
ok,not spam,
"but we could use ptfe spray, but it won't work very well",not spam,
yeah,not spam,
then let's don't,not spam,
and krytox costs 21 € for 10grams,not spam,
OOF,not spam,
big oof,not spam,
also,not spam,
shouldn't we maybe talk some German too?,not spam,
"jeah, we could use glube, but it isn't that good",not spam,
Nah,not spam,
ok lol,not spam,
nah,not spam,
thought to train the bot,not spam,
the train should be trained for english,not spam,
so that it knows German too,not spam,
the train?,not spam,
K...,not spam,
Are you high?,not spam,
we could add german,not spam,
hallo,not spam,
Halü,not spam,
b like,not spam,
wie gehts,not spam,
"yes, deutsch",not spam,
ding is halt,not spam,
trains are good,not spam,
was,not spam,
Guten tag,not spam,
der Server soll eigentlich auf Deutsch sein,not spam,
egal,not spam,
Nah,not spam,
yes lol,not spam,
I like trains,not spam,
gotta go now,not spam,
bye,not spam,
what do you have now,not spam,
?,not spam,
Groüe Pause,not spam,
aber,not spam,
abert,not spam,
meine alte Klasse macht Mandeln,not spam,
3. 4. Stunde,not spam,
ok?,not spam,
und ich will da runter gehn,not spam,
zu ihnen,not spam,
und was hat du damit zu tuhn,not spam,
und des wär dann jez,not spam,
oh ok,not spam,
so,not spam,
bye,not spam,
ok bye,not spam,
"magic kannste auch a spam chat machen, wo blag auch hinkann?",not spam,
K,not spam,
uihgsdfgihudfga,spam,
dfiughjdsfiuhjdsaf,spam,
efw zugerwtzuogtewtr iuhg,spam,
fsdjhgdsfijh,spam,
sdfijlhdsfilughewtf,spam,
sfdzuogaewrdztfwardzfui,spam,
ihjlsdfdsiogjhkdsfgijho,spam,
sezutfzu7wetfrizu7,spam,
xcjkhihuj,spam,
sduizfiuzswd,spam,
z8ute7zttrsd7ztf,spam,
sdiougdfuiopgz+dsiutsduift,spam,
sduifuisdztg789rwet,spam,
zwrt67rwe765re,spam,
iogdfiokgoidfhg,spam,
789775438957 8349sdedsfgerhzerhz,spam,
ioszdu9fzt478t,spam,
seufiozfuierguior4,spam,
ojirhtguiojzu9p,spam,
Why don't you train it with rng words?,not spam,
E2c2rb3t,spam,
9zd8t8zucvi,spam,
Oz9796dzohod8ts5e59zpjvvcp,spam,
"was thinking about that, but when you keysmash the keys aren't random, and I wanted better data",not spam,
czghzfugiouizhzr6td trs,spam,
zutiudzitzdr,spam,
ziulout toudz,spam,
tufzgiutdf ouzf,spam,
ozutfiutzf7iztd,spam,
zgdcurtds r6e,spam,
erwswewrdgffhjuhpooiotrts,spam,
io0ioz78rr6egzffghjhoi,spam,
iz8ut67r56gzgjihjpo,spam,
+zuit8z7zru8zrr68z7ghvkvhjhjgklpou9upoiusrtester#,spam,
fgzkoizurtdl,spam,
87to7tieighjlüolü,spam,
p8ute5i7tfgukjkl,spam,
K...,not spam,
aoüildufghbrüfdg,spam,
eiruioerhgojdhas,spam,
ihbfdsgibhjlergfds,spam,
fgdohjikrwegzuio,spam,
feodhjküsaijdfhg,spam,
dfgoikhretghpu9,spam,
wer zsdfoz8gutsdf0iu,spam,
ioethupiewr uigewr,spam,
dsifjhrfiugfret97u,spam,
sejhigsfuizgfui,spam,
ioeruti9uert,spam,
jfhhuwtz3tt7rs,spam,
se,spam,
ioeruguizeuwez8ot,spam,
difogjioutioz89t,spam,
auszuf,spam,
gfidogdfg,spam,
dfgh,spam,
gdrfh,spam,
drgf,spam,
weasr,spam,
sdf,spam,
sdf,spam,
fgh,spam,
fghj,spam,
kghu,spam,
kiuz,spam,
kuz,spam,
sdhgdfghtzrdtfgdb,spam,
zththr,spam,
dsfgdfsg,spam,
rdssdfg,spam,
ukzkzuzku,spam,
gfgfhdgfdh,spam,
rsgsdfgsdfg,spam,
juztzjtujzt,spam,
sdfgdgfsfdgs,spam,
juzkukzuzk,spam,
ergesrggre,spam,
liuliuliu,spam,
fbdfgfd,spam,
erwerwerw,spam,
ghhgjhgjjhg,spam,
iulliu,spam,
iulzjg,spam,
hfg,spam,
dfg,spam,
dfsg,spam,
dfh,spam,
jgf,spam,
jzt,spam,
zrtu,spam,
"""wer"" ist kein spam",not spam,
es ist keysmash,not spam,
es kann passieren dass ein echtes wort rauskommt,not spam,
Ye but don't you train the bot wrong then?,not spam,
"well, if you write",not spam,
wer,not spam,
weiü,not spam,
then it could be spam,not spam,
one word per send is not very anti-spam,not spam,
"What if you are just refering to a text where it says ""he""",not spam,
"ok, ill remove it from the db",not spam,
removed it from the db,not spam,
K,not spam,
Usbrhuauquauubububuauauzaehgtbtntkwoa,spam,
Oqqokskdheieibrvrbrlfofoskp,spam,
ghufduigodfsiugodsf,spam,
jihdsfjih,spam,
hiogdasUXCVIHOüYFSAPRE,spam,
üAHGHFSDJPOü,spam,
dsdfaüfg,spam,
sa,spam,
d,spam,
f+xnj,spam,
adlf,spam,
x#gkfsjoak,spam,
ü,spam,
ajkdsfhoi,spam,
aeguiera89ühiosdncx,spam,
ioeaukfndskjhfa,spam,
adhfp9ahfds,spam,
aflekwh,spam,
fadsfjhaü9whfasdi,spam,
fhefsküjhasi,spam,
üdsfj,spam,
so,not spam,
what are y'all doing?,not spam,
I am researching the cost of grease,not spam,
Chemistry,not spam,
and I only get the movie grease,not spam,
Nice...,not spam,
uff,not spam,
kitty if you want we could spilt the cost of some grease so that we can both grease our kb,not spam,
depends on how much it is,not spam,
"if we take superlube with polytetrafluoroethylene (PTFE) it would be round 6ü each for a 12 gram tube in total, but if you want we can do like a 70% me and 30% you and I get to keep the rest, as I need some grease",not spam,
lets do the 70% 30%,not spam,
Wow 2ü a gram is cheap,not spam,
it's 1ü per 2 grams,not spam,
its 1ü per gram,not spam,
Oh wait even better,not spam,
the whole tube is 12ü,not spam,
oh yeah lol,not spam,
Oh XD,not spam,
ill still research some more to see if I find something better,not spam,
Alr,not spam,
jdsfhijndfs,spam,
dfghnjoifdgojh,spam,
fgdhjibfdgijh,spam,
rghuijifguhdj,spam,
fdghijufdgoihuj,spam,
zugadzadfgs,spam,
rteuizdhfg,spam,
jkfhgdfgdihju,spam,
dzgafssdafzuo,spam,
fdgijhdsfiugpa,spam,
fduisgdsfigu,spam,
hiujfdsdfsuhi,spam,
fdhoujifdguho,spam,
dsfhijudsfhjo,spam,
fgdihufgdzih,spam,
sdfgsdfg,spam,
ghjghj,spam,
dsfgfgh,spam,
gzjkdfghjfg,spam,
hdfgh,spam,
jtuk,spam,
r,spam,
trsth,spam,
ztkutktdgfthtzghj,spam,
dfghdfghtzujjhjgfgrsd,spam,
ghfjghjukzrtdfgfdghjn,spam,
trztjhgffgd,spam,
ghjtrzdfgdfbfghkjhliu,spam,
uuzkujmz,spam,
nhbg,spam,
bgfvf,spam,
fvdfvd,spam,
fgnghm,spam,
"jk,k,.",spam,
kfgh,spam,
dfg,spam,
dfg,spam,
vbc,spam,
bn,spam,
jhm,spam,
lkhjilktiuzfhg,spam,
dfgdfgdfgghnjkhuz,spam,
fgbhgnghjztjtrz,spam,
dfgerter,spam,
gfdgfdgfdg,spam,
ghjhgjghjhgj,spam,
iuiluiluuiliul,spam,
uzujztzjtuzjut,spam,
trhtrhtrhtrh,spam,
fdfdgfgdjhm,spam,
ghj,spam,
"kj,",spam,
il,spam,
iku,spam,
jz,spam,
hgt,spam,
grt,spam,
egr,spam,
fds,spam,
dfg,spam,
"KV: und was machts zu Silvester?
Klasse ( _mehrstimmig_ ) : saufn",not spam,
wir sind halt in Ã¯Â¿Â½sterreich,not spam,
True,not spam,
Was is euer allman : rest ratio?,not spam,
wos meinst du damit,not spam,
meinst du wie viel prozent wir von wo sind,not spam,
zb. bei mir 50:50 Ã¯Â¿Â½sterreichisch Englisch,not spam,
English? Woher sind de dann,not spam,
Ja,not spam,
woher genau weis i ned,not spam,
eher nÃ¯Â¿Â½rdlich,not spam,
aber ned zu nÃ¯Â¿Â½rdlich,not spam,
Meint GroÃ¯Â¿Â½britannien oder so,not spam,
yes,not spam,
England halt,not spam,
Ok,not spam,
Wir ham 1ne serbin... Rest sind alles Ã¯Â¿Â½sterreicher,not spam,
lul,not spam,
ah,not spam,
meinst in der Klasse??,not spam,
ich dachte nur wir so,not spam,
Ahhh,not spam,
XD,not spam,
In der Klasse,not spam,
lul,not spam,
absolut keine ahnung,not spam,
glaubst ich kenn die Pissa?,not spam,
i bin ja in ner komplett neuen Klasse,not spam,
Sinds ned nett?,not spam,
kinda,not spam,
"Ik, me too",not spam,
idk,not spam,
i kenn die ned,not spam,
ich bin mit 3 von denen Befreundet,not spam,
ich hab die Tochter von meiner alten Physik Lehrerin in der Klasse,not spam,
Vo der geyer?,not spam,
nop,not spam,
Kohles,not spam,
Ok,not spam,
" ""ab jetzt keine personelle infos oder spam in diesen channel""
Me: ""I'll pretend I didn't hear that""",not spam,
yes,not spam,
Nice,not spam,
hey,not spam,
bin jtz a endlich mal halbwegs frei,not spam,
nice,not spam,
halt ham ne freistund,not spam,
wbu,not spam,
ich habe immer frei,not spam,
aber nur weil du krank bist,not spam,
je,not spam,
aber ich bin halt jetzt krank,not spam,
ja,not spam,
eh,not spam,
we need more spam,not spam,
jsdfhjsdhf,spam,
igoruierg,spam,
jkdskojf,spam,
dfgfdg,spam,
sd,spam,
dsf,spam,
fg,spam,
tgh,spam,
zjt,spam,
jzthgf,spam,
dfg,spam,
sdf,spam,
sdf,spam,
sdf,spam,
dfg,spam,
fgh,spam,
fgjh,spam,
ztjtj,spam,
gfh,spam,
dfg,spam,
fghn,spam,
jfz,spam,
dhgf,spam,
kuiiimg,spam,
trhhgfds,spam,
rewdsffg,spam,
tzhrghfdfs,spam,
qewrasdfsxcgrhtzt,spam,
sdfgregwzjh,spam,
sdfrgtrzhwerthsdfhg,spam,
ewrzghsdfghsdfhg,spam,
trzjrtzjrtzjs,spam,
dfhsdfghsfgdh,spam,
dgfjeztruijtzu,spam,
sertzretuzretzufdsgh,spam,
dfbjhdfgjcvbnxvnb,spam,
sdfhwegfegrtn,spam,
tzjmtzjmkejsghfsdfh,spam,
fghhhhhhhhh,spam,
dfsggggggggg,spam,
gdhfnnnnnnnnnn,spam,
ertggggggggggg,spam,
fvbbbbbbbbbbbbbbbbdfghhhhhhh,spam,
jdzhjhgdddddddddddddddd,spam,
euzttttttttttttttterwttttttttttttttttt,spam,
sfdggggggggggggg,spam,
sdfgggggggggggggggg,spam,
xbvnnnnnnnnnnnnnnn,spam,
mjhhhhhhhhhhhhhhh,spam,
oluiiiiiiiiiiiiiiiiiiii,spam,
wedadadadadadadadadadadadadadada,spam,
fdsaaaaaaaaaaaaaaaa,spam,
dffffffffffffffffffdffffffffffffffffffffffffffffffdffddfdfdfdfdsf,spam,
hjhjtzh,spam,
fdgsfgsdgfds,spam,
"zujkrkuz,i",spam,
bvcvbnnbv,spam,
bffffffffffffffffff,spam,
ghfjjjjjjjj,spam,
gfdsssssss,spam,
zukfjfjfjfjfj,spam,
dfgssssssssss,spam,
erwtqqqqqqqqq,spam,
ertzuuuuuuuuuuu,spam,
zujkkkkkkkkk,spam,
ghnmffffffffffffff,spam,
vbncccccccccc,spam,
cvxxxxxx,spam,
fdsssssssssss,spam,
sdfgggggggggggg,spam,
wztrrrrrrrrr,spam,
dghhhhhhhh,spam,
"bnm,,,,,,,,,,,,,,",spam,
tzujjjjjjjjdfghdfgheaoifieorg,spam,
fhgdfasghuzgrfew,spam,
usdfuig4qwasdsfrte,spam,
figjdhuiztftg,spam,
fdgjih,spam,
dfg,spam,
fdg,spam,
er,spam,
dfh,spam,
gfjh,spam,
rtfhg,spam,
sdf,spam,
sdfsdf,spam,
fghfhg,spam,
hjkgmtujzk,spam,
ertert,spam,
sdfgdfg,spam,
fghfgh,spam,
zukzu,spam,
trrgftsdf,spam,
ok,not spam,
fdgrteethr,spam,
dfgdrgrth,spam,
lg,spam,
Ã¤flg,spam,
Ã¤fdlg,spam,
Ã¤fdÃ¶,spam,
glfd,spam,
gfdÃ¼glfd,spam,
lg,spam,
fdlglksg,spam,
Ã¼lkfsg,spam,
Ã¼lfs,spam,
Ã¼glfs,spam,
glrkgÃ¼pÃ¶gjltejg,spam,
sÃ¼eg,spam,
pregpejgojgposjg,spam,
jrÃ¼pjgpodjgpodsgodfjg,spam,
psgsdgdigfdsgÃ¼dsgpofds,spam,
kgeakg,spam,
rgdsgf,spam,
#NOME?,spam,
ldaf,spam,
gf,spam,
lf,spam,
the cavalry has arrived!,not spam,
lg,spam,
a,spam,
lgflfa,spam,
Ã¤lfdag,spam,
Ã¤lfa,spam,
gldgarÃ¼tg,spam,
Ã¼kdfÃ¼lgkfd,spam,
Ã¼#Ã¶g,spam,
Ã¼krea,spam,
Ã¼g,spam,
Ã¼kreskgfkgfdkxgkprdf#g,spam,
aÃ¶dfjgsiu,spam,
iadÃ¼df#adhsaDFYV,spam,
YFABLÃKHFÃœO,spam,
JY,spam,
j,spam,
a,spam,
jadfÃ¼g,spam,
df,spam,
noga,spam,
ergh+oaerh,spam,
gaih,spam,
ghad,spam,
g,spam,
agajdga,spam,
sf#kngjariÃ¼p,spam,
flxÃ¶kn#,spam,
xfl+agslf,spam,
d#gbxjkpkÃ¼+als,spam,
kÃ¼#bxc,spam,
xb+d,spam,
Ã¼xÃ¼xakgfblx,spam,
k#aÃ¼f,spam,
sk#bx,spam,
#nbo,spam,
uepjr#f,spam,
gue#jf,spam,
gÃŸre0ujdÃ¶lf,spam,
urejgdfjfdltraojpojfÃŸajpofÃŸut4Ã¶gra,spam,
upojtdgtujgryrtjgfautw,spam,
ra#j,spam,
0utwarjdsrwa#j0ÃŸa,spam,
ojÃŸ9ap,spam,
upojrwak,spam,
ÃŸ9uwf,spam,
9a,spam,
fsdopki9qwe,spam,
uof,spam,
ÃŸFOA<CJP'A,spam,
p#Ã¶a,spam,
U)QUE,spam,
0ÃŸug##vp,spam,
Wfjopd<fqu,spam,
uajrw#,spam,
awfjosdr9,spam,
ajfs,spam,
aÃŸojsdvpagrwtu90,spam,
a#jgrai#jraig,spam,
easdjvpa0ruq9,spam,
rakiÃŸ,spam,
agsdvjiparu0q,spam,
aipsdja0rutqraifsdp0uifsjd0tuarisjdpvw0,spam,
ragipfyvxg0a,spam,
fpvjt0,spam,
aijpfy,spam,
ajpfy0w0fa,spam,
pjt90,spam,
eafjpdka9ra,spam,
fjpdykv,spam,
p,spam,
iwhepvdslewpofds+ÃŸ9zphewÃ¤o09+zewaÃŸah,spam,
u t4quÃŸrua,spam,
oua,spam,
ourw,spam,
oua,spam,
u,spam,
9uw,spam,
akdsfjp+riÃŸa,spam,
}vwa,spam,
sdfyoÃ¼kfiÃŸa,spam,
osdjpy9aor+jpfsydvarojp,spam,
fsyv9aj,spam,
opwdfsvjo,spam,
fpqjowafsd<vycjp,spam,
saogycvsog0wersfjyvp,spam,
o0ro,spam,
japg9rq,spam,
ojapvyo9,spam,
ojpdvso,spam,
nice ig,not spam,
very unfair,not spam,
don't you have to do chores or smth,not spam,
no,not spam,
why not,not spam,
"well, I don't have anything to do",not spam,
and thank you kitty for spamming,not spam,
go make me a sandwich then plz #,not spam,
even though blag is doing most of the work,not spam,
ok ~UwU~,not spam,
"we really need to use more uwus, or the ai could identify uwu as spam uwu",not spam,
uwu,not spam,
frik - you're right uwu,not spam,
rawr alos,not spam,
also cant be spam,not spam,
....,not spam,
what?,not spam,
emoji,not spam,
ah...,not spam,
why do u use em so much,not spam,
just realized it at the same moment -.-,not spam,
cz I like em ;-;,not spam,
emoticons are better,not spam,
and they are supported by windows-1252,not spam,
"ye they're great, but some emojis are just better for expressing certain moods",not spam,
ok ure right,not spam,
do windows emojis then work?,not spam,
perhaps,not spam,
try,not spam,
"no, crahsed",not spam,
sad,not spam,
"yes, very sad",not spam,
"and if someone is reading the database and knows a encoding taht supports emojis, hit me up",not spam,
alright I might,not spam,
dfgrthtz6,spam,
hijsdfaihjfdsihjdfsihjfds,spam,
hdfojsoihjafdshjiosdghjigfd,spam,
uezruzerutzeurijdcfbbdf,spam,
skolsdfijohsd,spam,
sdfokjsdgiohwse,spam,
fgikosjdfiohsd,spam,
giokhzrtuio9ztre,spam,
sdÃ¼fodfhjgoiuherw,spam,
dgoikjwshedfipuwer,spam,
osduijzghfe,spam,
dfgikoujgopi,spam,
fpoljdfioujgh,spam,
hgwet7uwertz8u9tzrioti,spam,
klhvjkbbjftzu rt67zew,spam,
gkjetroipuiwozzsudgb,spam,
usjfuijezwzutfzsudhfjklkhopuieds,spam,
erkiohutsdzfgokjjiouuiwer,spam,
gdfjkhfregzuiorewt78 wer,spam,
dgfiofsdgiuzwer8tzqwei9pdfsjh,spam,
fokewfhuijewrugtiz,spam,
dfsjoidsfiuzhewrqt6z8,spam,
dfsojkhweadiuhjwqer78to,spam,
jihfsdewzuirfret87,spam,
jhilfdsizweurzuower,spam,
goiufdhjsdfhiujo,spam,
dsfhoiesfhuiowertuzzweutrzweuxckjnvnkxcnmcv,spam,
pkxjiwopri90ew787er78tzbvnmkxnlki08884723846 765,spam,
"klvjxlkcmvlÃ¶kdjllÃ¼pppÃ¼pÃ¼pÃ¶Ã¤Ã¶-Ã¶l,.,,jklhjuigh",spam,
khdjshfhstgf,spam,
sdofjuuiez,spam,
opgjreiopuzg,spam,
sdgpljtzjnt zjt,spam,
jtzh,spam,
hrtg,spam,
ethf,spam,
gadfs,spam,
fhjgd,spam,
gukjlf,spam,
fhjl,spam,
ztkj,spam,
jgfh,spam,
ktktzukjhtthnrfg,spam,
ztrruzki,spam,
fsdggfshgjdhzkjrukuz,spam,
zhttzjrhutukhrtfdgdfg,spam,
rtzjeuztkulti.kj,spam,
fghfghndwer ertzftziukjhk,spam,
turztjjghmfghfzd,spam,
kuktzurutezrtergfdggvfjc,spam,
liliukuzjuthmhrggfbfgdsdfg,spam,
"zjtuktirzzuilh,jfghgjhrtu",spam,
"dfg ghjuzrterztzeiurtuzk,hjf",spam,
"sdthdkghrwztztkdfghxj,zrt",spam,
Q: is 1252 it's birth year?,not spam,
It doesn't even support öäü - it's just too lazy to crash,not spam,
it doesn't?,not spam,
No...,not spam,
what should I use then,not spam,
it showed the characters,not spam,
Smth normal ig,not spam,
Not to me,not spam,
what is something normal,not spam,
I see the question mark thingy,not spam,
utf-8 straight up doesn't work,not spam,
Idk,not spam,
"jeah, are us using vscode?",not spam,
No,not spam,
Not that much,not spam,
I mean to look at the messages,not spam,
Nop,not spam,
what are you using,not spam,
Browser,not spam,
I looked at your git project,not spam,
I will look at another encoder,not spam,
In your csv files,not spam,
I will try utf 16,not spam,
Ok,not spam,
I am so dumb,not spam,
"the ai was so bad, because it couldn't fucking read the data that I was giving him",not spam,
"because I was changing the encoding of the script, but the file was encoded in another way",not spam,
that means that the ai was training on rng,not spam,
it was training on random binary data that was falsly encoded,not spam,
XD no freaking way...,not spam,
"I changed the encoding of the bot back, as it put out non-huma readable garbage",not spam,
"the äüö will still be interpreted as like 2 characters, but if the data is considtent, it schouldn'T matter",not spam,
Alr,not spam,
"now that I see, when I ctrlx ctrlv the bot data in my database it copies the charakter not found charakter",not spam,
not the data,not spam,
that means that the data is wrong,not spam,
ill have to filter through a lot of data,not spam,
from now on no more umlaute in this chat,not spam,
or any oether german charakters,not spam,
used find and replace to replace the charakters with valid oned,not spam,
ones,not spam,
"now it works with normal utf-8 encoding, and I have no Idea why",not spam,
"updated the github, the data is now nice again",not spam,
öü,spam,
öäü now officially works again,not spam,
Älsö däs känn der Böt jez wieder lesen,not spam,
"jes, es kann es",not spam,
Nice,not spam,
hast das e mit Punkten vergessen 😉,not spam,
emojis now work magic,not spam,
it didn't crash,not spam,
Nicee,not spam,
So that was the msg you gonna sent today or what...,not spam,
Jeah probably,not spam,
See you are very inactive...,not spam,
Btw could u all Spam ?,not spam,
In dm,not spam,
Think he joinked my mouse -_-,not spam,
#NOME?,not spam,
You've said you'll do that yesterday,not spam,
Here u go,not spam,
Now its bettet,not spam,
?,not spam,
It's the same,not spam,
Nothing changed,not spam,
jes sth has changed,not spam,
look at,not spam,
Ah,not spam,
jeah,not spam,
"fun fact:
BlaG has lost me:
One Dongle
One Mouse (no the same as the Dongle)
And now both -_-",not spam,
so technicly **3 MICE**,not spam,
"how?
lit every lesson he'd unplug my dongle and hide my mouse
i am telling him to stop since months, he never does -__-",not spam,
And you still give him good roles???,not spam,
the server is the server,not spam,
"but if he keeps being the annoying 9yo he currently is, he might loose his personal",not spam,
uk what that means,not spam,
....,not spam,
No?,not spam,
Looses irl friendship status?,not spam,
jes,not spam,
have i told u the story of him throwing a **FORK at me** ?,not spam,
No...,not spam,
so...,not spam,
here is some Data lol,not spam,
"at the MBW (Meeresbiologische Woche), he got rlly annoying, throwing around all kind of stuff, cracking the door open to my room etc...",not spam,
i told him to stop,not spam,
a few h later he kept doing it,not spam,
so i found my deo,not spam,
"So.... Wait you wanna tell me that guy can kill ur mouse 3 times and physically hurt you, do shittiest shit on this server but still gets a upgrade to his personal?
And if I add just some little detail u dont like you instantly treathen me with loosing my roles usw...",not spam,
i threatened i'd deo nuke his room if he wont stop,not spam,
then he tried to take away my spray can of deo,not spam,
pressing the trigger ON HIS OWN,not spam,
and so got deo into his fact,not spam,
He did in fact joink your mouse,not spam,
But it was accidentally,not spam,
lol,not spam,
He'll (probably) give it back tomorrow,not spam,
after joinking my mouse for the past couple months every hour...,not spam,
"Well, he took it on purpose",not spam,
He just forgot to give it back lol,not spam,
....,not spam,
"then he blamed me
i told him he pressed it, and i'd not nuke his room anyways i just wanted him to stop",not spam,
so he opened the kitchen thingy...,not spam,
and started yeeting ALL the spoons and forks in there,not spam,
............,not spam,
"thus hitting me with 2 of em
(one luckily only hit my finger)",not spam,
then i did deo nuke his room...,not spam,
he kind deserved it ngl,not spam,
🤣🤣,not spam,
Remember ski week?,not spam,
jes,not spam,
Well...,not spam,
won't ever forget,not spam,
That was some crazy shit too,not spam,
Raphi breaking a Ski Stick XD,not spam,
You & sladan wrastleing...,not spam,
at least he stopped as i told him to stop,not spam,
"thats a difference between BlaG...
and lit all of us",not spam,
Kinda true...,not spam,
ye,not spam,
so instead of learning math i decided to chat a bit 😄,not spam,
hi,not spam,
...,not spam,
Why math,not spam,
i might start actively coding so he can even respond on this server,not spam,
test morgen,not spam,
"XD imagine man hat morgen, am tag vor Weihnachten, no nen test",not spam,
"El * lip * se
Häufig verwendetes Stilmittel in Kommentaren - Auslassen von Satzteilen
Wird auch häufig in der Jugendsprache verwendet",not spam,
ikr -_-,not spam,
?? Isn't that German,not spam,
jes it is,not spam,
Did you leaen for the wrong subject?,not spam,
can also be used in english tho,not spam,
"seems like u didn't learn for english, idk what ""leaen"" means",not spam,
Read again,not spam,
U forgot to wear ur glasses,not spam,
"i read a ""(bearbeitet)""",not spam,
Well it's there too,not spam,
Guess its just on every few msgs rng,not spam,
And cringe if you use dc in german,not spam,
🤔,not spam,
German is just a rly cringe language in generap,not spam,
english is cooler,not spam,
true,not spam,
And the fact that you've learned and memorized it makes you even more weird 😉,not spam,
Why do you use german then?,not spam,
cz its the language i grew up with,not spam,
and i will have german Content so german audience so german dc members,not spam,
What about bosnisch??,not spam,
"i might do story content also in english tho, was thinking about doing that 4 Darkblood",not spam,
my parents still speak it,not spam,
but schoolwise i grew up with german,not spam,
my friends were german,not spam,
i perfere it over bosnish too tbh cz i am better in german,not spam,
Ok...,not spam,
Well,not spam,
wall,not spam,
hi,not spam,
hi,not spam,
well,not spam,
how r u?,not spam,
I'm... fine,not spam,
nice,not spam,
i'm not -.-,not spam,
btw still ain't nobody carin about gay,not spam,
yes,not spam,
we do,not spam,
no one even mentioned melon day except you....,not spam,
and me rn but that doesn't counz,not spam,
text with a person like they are a person,not spam,
i had a gay classmate,not spam,
did i care?,not spam,
not rlly,not spam,
i talked with him like he's a person,not spam,
not like he's a gay person,not spam,
that's also not the point of it...,not spam,
NOBODY CARES + a dc doesnt need that,not spam,
lots of care,not spam,
what then?,not spam,
and yes a dc needs,not spam,
nope,not spam,
"besides why would ppl give out their gender like that?
just keep it at .",not spam,
tried to not make it a tag -_-,not spam,
"u join as a user, not as a gay person",not spam,
there are ppl who don't like it when you refer to them as a male/female.,not spam,
just refer to them by their name,not spam,
or username,not spam,
"ye, you are just a user. you do not have any important properties we care about or what do you want to say?",not spam,
.... do you actually want to do that...,not spam,
i say we dont need to share all this,not spam,
why not,not spam,
i dont want u to name me by my real name when i wanna be private........,not spam,
first of all - that,not spam,
"2nd I'll refer to you as ""you"" or ""he"" all the time ig",not spam,
"ur a normal human beeing
ur a user like all the others
if u wanna tell us all ur gay do that",not spam,
but we dont need all theser gender roles,not spam,
works too i suppose,not spam,
gtg,not spam,
...,not spam,
do you know Ginjaninjaowo? He's an amazing artist.,not spam,
fun fact about him,not spam,
biologically he's a woman,not spam,
and,not spam,
he's non Binary,not spam,
"""he's a woman"" okay",not spam,
with the pronouns they/them and he/him,not spam,
yeah,not spam,
that's how that shit works lol,not spam,
nice,not spam,
"(they do actually prefer they/them over he/him, but since they prefer he/him over she/her, I thought I'd use that as an example)",not spam,
so ,not spam,
bro I'm not high enough to understand that,not spam,
